student_id,scholarship_id,feedback_type,weight,timestamp
STU_002684,SCH_000078,click,2.0,2024-02-21T10:00:00Z
STU_002684,SCH_000799,reject,-1.0,2024-07-24T19:00:00Z
STU_002685,SCH_000668,view,1.0,2024-04-21T05:00:00Z
STU_002685,SCH_000500,click,2.0,2024-11-26T15:00:00Z
STU_002685,SCH_000794,reject,-1.0,2024-03-18T08:00:00Z
STU_002685,SCH_000407,click,2.0,2024-07-05T10:00:00Z
STU_002685,SCH_000151,reject,-1.0,2024-04-05T10:00:00Z
STU_002685,SCH_000407,click,2.0,2024-12-11T11:00:00Z
STU_002685,SCH_000189,reject,-1.0,2024-09-30T19:00:00Z
STU_002685,SCH_000112,reject,-1.0,2024-09-22T18:00:00Z
STU_002685,SCH_000507,apply,3.0,2024-08-01T01:00:00Z
STU_002685,SCH_000507,reject,-1.0,2024-09-24T06:00:00Z
STU_002686,SCH_000078,click,2.0,2024-07-07T07:00:00Z
STU_002686,SCH_000601,click,2.0,2024-02-10T22:00:00Z
STU_002686,SCH_000733,view,1.0,2024-04-15T12:00:00Z
STU_002686,SCH_000708,click,2.0,2024-02-15T15:00:00Z
STU_002686,SCH_000160,reject,-1.0,2024-04-12T02:00:00Z
STU_002686,SCH_000601,view,1.0,2024-02-17T21:00:00Z
STU_002686,SCH_000078,click,2.0,2024-09-16T17:00:00Z
STU_002687,SCH_000794,view,1.0,2024-05-19T04:00:00Z
STU_002687,SCH_000068,reject,-1.0,2024-07-07T05:00:00Z
STU_002688,SCH_000583,view,1.0,2024-07-05T12:00:00Z
STU_002689,SCH_000642,view,1.0,2024-08-01T21:00:00Z
STU_002689,SCH_000236,click,2.0,2024-01-27T09:00:00Z
STU_002689,SCH_000044,click,2.0,2024-04-20T02:00:00Z
STU_002689,SCH_000361,click,2.0,2024-08-05T02:00:00Z
STU_002689,SCH_000559,view,1.0,2024-01-21T04:00:00Z
STU_002689,SCH_000789,click,2.0,2024-06-21T08:00:00Z
STU_002689,SCH_000164,view,1.0,2024-12-08T05:00:00Z
STU_002689,SCH_000706,reject,-1.0,2024-04-03T05:00:00Z
STU_002689,SCH_000354,apply,3.0,2024-09-15T06:00:00Z
STU_002689,SCH_000361,view,1.0,2024-05-23T07:00:00Z
STU_002689,SCH_000164,click,2.0,2024-02-21T07:00:00Z
STU_002689,SCH_000529,view,1.0,2024-04-12T07:00:00Z
STU_002689,SCH_000642,apply,3.0,2024-12-25T15:00:00Z
STU_002690,SCH_000601,click,2.0,2024-01-13T18:00:00Z
STU_002690,SCH_000599,view,1.0,2024-02-20T15:00:00Z
STU_002690,SCH_000203,view,1.0,2024-05-31T09:00:00Z
STU_002690,SCH_000736,reject,-1.0,2024-11-02T09:00:00Z
STU_002690,SCH_000203,view,1.0,2024-08-20T10:00:00Z
STU_002691,SCH_000633,click,2.0,2024-06-29T10:00:00Z
STU_002691,SCH_000144,click,2.0,2024-07-27T13:00:00Z
STU_002692,SCH_000138,view,1.0,2024-10-16T07:00:00Z
STU_002692,SCH_000065,click,2.0,2024-08-13T01:00:00Z
STU_002692,SCH_000620,view,1.0,2024-06-21T14:00:00Z
STU_002692,SCH_000065,click,2.0,2024-12-22T02:00:00Z
STU_002692,SCH_000017,click,2.0,2024-06-23T08:00:00Z
STU_002692,SCH_000716,reject,-1.0,2024-03-29T03:00:00Z
STU_002692,SCH_000518,view,1.0,2024-12-11T10:00:00Z
STU_002692,SCH_000149,view,1.0,2024-02-14T15:00:00Z
STU_002692,SCH_000142,view,1.0,2024-04-12T01:00:00Z
STU_002692,SCH_000518,click,2.0,2024-04-17T14:00:00Z
STU_002692,SCH_000510,apply,3.0,2024-12-03T03:00:00Z
STU_002693,SCH_000050,apply,3.0,2024-11-24T08:00:00Z
STU_002693,SCH_000094,apply,3.0,2024-05-20T00:00:00Z
STU_002693,SCH_000711,apply,3.0,2024-06-19T02:00:00Z
STU_002693,SCH_000708,reject,-1.0,2024-07-01T12:00:00Z
STU_002693,SCH_000491,click,2.0,2024-05-24T07:00:00Z
STU_002693,SCH_000709,reject,-1.0,2024-08-28T10:00:00Z
STU_002693,SCH_000111,click,2.0,2024-12-23T10:00:00Z
STU_002693,SCH_000254,apply,3.0,2024-08-11T13:00:00Z
STU_002693,SCH_000111,apply,3.0,2024-07-20T09:00:00Z
STU_002693,SCH_000711,click,2.0,2024-12-24T10:00:00Z
STU_002693,SCH_000111,click,2.0,2024-01-09T09:00:00Z
STU_002693,SCH_000111,click,2.0,2024-05-12T14:00:00Z
STU_002693,SCH_000711,view,1.0,2024-08-26T19:00:00Z
STU_002693,SCH_000013,click,2.0,2024-11-16T04:00:00Z
STU_002694,SCH_000778,view,1.0,2024-09-16T12:00:00Z
STU_002694,SCH_000471,reject,-1.0,2024-12-04T05:00:00Z
STU_002694,SCH_000634,apply,3.0,2024-03-13T13:00:00Z
STU_002694,SCH_000586,apply,3.0,2024-05-10T20:00:00Z
STU_002695,SCH_000003,view,1.0,2024-01-11T22:00:00Z
STU_002695,SCH_000407,apply,3.0,2024-06-08T05:00:00Z
STU_002695,SCH_000284,view,1.0,2024-12-27T02:00:00Z
STU_002695,SCH_000349,view,1.0,2024-02-12T07:00:00Z
STU_002695,SCH_000459,reject,-1.0,2024-07-31T20:00:00Z
STU_002695,SCH_000045,click,2.0,2024-06-25T22:00:00Z
STU_002695,SCH_000644,click,2.0,2024-07-17T05:00:00Z
STU_002695,SCH_000262,view,1.0,2024-10-29T02:00:00Z
STU_002695,SCH_000594,view,1.0,2024-03-24T21:00:00Z
STU_002695,SCH_000237,view,1.0,2024-05-03T19:00:00Z
STU_002695,SCH_000003,click,2.0,2024-11-12T03:00:00Z
STU_002696,SCH_000237,click,2.0,2024-12-10T20:00:00Z
STU_002696,SCH_000507,click,2.0,2024-04-29T20:00:00Z
STU_002696,SCH_000788,click,2.0,2024-03-22T20:00:00Z
STU_002696,SCH_000098,reject,-1.0,2024-02-20T08:00:00Z
STU_002696,SCH_000613,reject,-1.0,2024-02-10T22:00:00Z
STU_002696,SCH_000688,reject,-1.0,2024-09-16T16:00:00Z
STU_002697,SCH_000203,reject,-1.0,2024-05-19T11:00:00Z
STU_002697,SCH_000603,view,1.0,2024-09-02T18:00:00Z
STU_002697,SCH_000432,reject,-1.0,2024-11-26T03:00:00Z
STU_002697,SCH_000507,view,1.0,2024-11-26T11:00:00Z
STU_002697,SCH_000788,reject,-1.0,2024-02-07T12:00:00Z
STU_002697,SCH_000264,reject,-1.0,2024-12-10T07:00:00Z
STU_002697,SCH_000237,click,2.0,2024-09-11T00:00:00Z
STU_002697,SCH_000237,click,2.0,2024-02-10T00:00:00Z
STU_002697,SCH_000603,view,1.0,2024-04-18T06:00:00Z
STU_002697,SCH_000405,reject,-1.0,2024-03-30T11:00:00Z
STU_002697,SCH_000438,view,1.0,2024-04-02T03:00:00Z
STU_002697,SCH_000507,apply,3.0,2024-12-20T13:00:00Z
STU_002697,SCH_000568,reject,-1.0,2024-07-07T04:00:00Z
STU_002698,SCH_000199,view,1.0,2024-03-20T11:00:00Z
STU_002698,SCH_000792,view,1.0,2024-04-08T01:00:00Z
STU_002699,SCH_000076,click,2.0,2024-10-07T19:00:00Z
STU_002699,SCH_000198,reject,-1.0,2024-11-22T04:00:00Z
STU_002699,SCH_000055,apply,3.0,2024-09-27T02:00:00Z
STU_002699,SCH_000248,click,2.0,2024-04-10T10:00:00Z
STU_002699,SCH_000105,view,1.0,2024-08-19T01:00:00Z
STU_002699,SCH_000637,view,1.0,2024-07-16T03:00:00Z
STU_002699,SCH_000000,click,2.0,2024-12-07T00:00:00Z
STU_002699,SCH_000190,reject,-1.0,2024-09-09T04:00:00Z
STU_002699,SCH_000342,view,1.0,2024-12-24T12:00:00Z
STU_002699,SCH_000075,reject,-1.0,2024-11-24T15:00:00Z
STU_002699,SCH_000447,click,2.0,2024-04-23T07:00:00Z
STU_002699,SCH_000074,apply,3.0,2024-09-28T14:00:00Z
STU_002699,SCH_000604,view,1.0,2024-06-10T14:00:00Z
STU_002699,SCH_000152,view,1.0,2024-11-21T08:00:00Z
STU_002700,SCH_000667,view,1.0,2024-01-22T12:00:00Z
STU_002700,SCH_000740,click,2.0,2024-01-19T22:00:00Z
STU_002700,SCH_000552,reject,-1.0,2024-05-21T00:00:00Z
STU_002700,SCH_000029,view,1.0,2024-07-09T14:00:00Z
STU_002700,SCH_000243,reject,-1.0,2024-11-26T19:00:00Z
STU_002700,SCH_000397,click,2.0,2024-04-03T15:00:00Z
STU_002700,SCH_000238,reject,-1.0,2024-03-23T10:00:00Z
STU_002700,SCH_000407,click,2.0,2024-11-24T00:00:00Z
STU_002700,SCH_000628,click,2.0,2024-01-22T13:00:00Z
STU_002700,SCH_000525,reject,-1.0,2024-09-10T19:00:00Z
STU_002701,SCH_000457,reject,-1.0,2024-03-06T15:00:00Z
STU_002702,SCH_000179,reject,-1.0,2024-12-15T22:00:00Z
STU_002703,SCH_000499,reject,-1.0,2024-04-27T10:00:00Z
STU_002703,SCH_000633,click,2.0,2024-09-17T00:00:00Z
STU_002703,SCH_000306,reject,-1.0,2024-03-24T19:00:00Z
STU_002703,SCH_000574,apply,3.0,2024-08-08T03:00:00Z
STU_002703,SCH_000669,reject,-1.0,2024-03-17T13:00:00Z
STU_002703,SCH_000499,view,1.0,2024-09-06T15:00:00Z
STU_002703,SCH_000176,view,1.0,2024-01-03T05:00:00Z
STU_002703,SCH_000793,reject,-1.0,2024-09-20T16:00:00Z
STU_002704,SCH_000412,click,2.0,2024-09-22T01:00:00Z
STU_002704,SCH_000174,apply,3.0,2024-12-11T10:00:00Z
STU_002705,SCH_000119,reject,-1.0,2024-11-15T11:00:00Z
STU_002705,SCH_000119,click,2.0,2024-07-30T09:00:00Z
STU_002705,SCH_000650,view,1.0,2024-12-19T10:00:00Z
STU_002705,SCH_000191,view,1.0,2024-01-11T03:00:00Z
STU_002705,SCH_000005,click,2.0,2024-01-11T20:00:00Z
STU_002705,SCH_000082,apply,3.0,2024-02-06T04:00:00Z
STU_002705,SCH_000203,apply,3.0,2024-09-14T01:00:00Z
STU_002705,SCH_000111,view,1.0,2024-02-16T00:00:00Z
STU_002705,SCH_000407,view,1.0,2024-02-12T05:00:00Z
STU_002705,SCH_000747,reject,-1.0,2024-12-26T14:00:00Z
STU_002705,SCH_000545,click,2.0,2024-08-26T02:00:00Z
STU_002705,SCH_000649,view,1.0,2024-06-06T10:00:00Z
STU_002706,SCH_000107,click,2.0,2024-06-14T12:00:00Z
STU_002706,SCH_000750,view,1.0,2024-03-17T17:00:00Z
STU_002706,SCH_000065,reject,-1.0,2024-07-21T11:00:00Z
STU_002706,SCH_000051,reject,-1.0,2024-03-18T16:00:00Z
STU_002707,SCH_000180,view,1.0,2024-04-25T01:00:00Z
STU_002707,SCH_000608,view,1.0,2024-09-14T03:00:00Z
STU_002707,SCH_000162,click,2.0,2024-02-23T19:00:00Z
STU_002707,SCH_000222,apply,3.0,2024-02-16T20:00:00Z
STU_002708,SCH_000414,reject,-1.0,2024-12-25T02:00:00Z
STU_002708,SCH_000624,click,2.0,2024-04-13T15:00:00Z
STU_002708,SCH_000596,view,1.0,2024-09-20T18:00:00Z
STU_002708,SCH_000694,click,2.0,2024-10-08T17:00:00Z
STU_002708,SCH_000660,view,1.0,2024-08-25T03:00:00Z
STU_002708,SCH_000624,apply,3.0,2024-05-25T07:00:00Z
STU_002708,SCH_000180,click,2.0,2024-06-26T08:00:00Z
STU_002708,SCH_000624,reject,-1.0,2024-05-27T15:00:00Z
STU_002708,SCH_000414,view,1.0,2024-04-25T13:00:00Z
STU_002708,SCH_000414,click,2.0,2024-08-14T18:00:00Z
STU_002708,SCH_000004,reject,-1.0,2024-03-23T20:00:00Z
STU_002708,SCH_000500,reject,-1.0,2024-11-26T21:00:00Z
STU_002709,SCH_000422,click,2.0,2024-11-11T10:00:00Z
STU_002709,SCH_000694,reject,-1.0,2024-11-26T01:00:00Z
STU_002709,SCH_000414,apply,3.0,2024-05-19T17:00:00Z
STU_002709,SCH_000450,apply,3.0,2024-06-01T02:00:00Z
STU_002709,SCH_000283,reject,-1.0,2024-06-15T11:00:00Z
STU_002709,SCH_000644,apply,3.0,2024-08-25T06:00:00Z
STU_002709,SCH_000450,click,2.0,2024-12-09T22:00:00Z
STU_002709,SCH_000457,click,2.0,2024-12-17T08:00:00Z
STU_002709,SCH_000105,view,1.0,2024-03-08T20:00:00Z
STU_002709,SCH_000407,click,2.0,2024-08-06T09:00:00Z
STU_002710,SCH_000121,click,2.0,2024-12-20T07:00:00Z
STU_002710,SCH_000197,view,1.0,2024-08-01T17:00:00Z
STU_002710,SCH_000061,click,2.0,2024-04-24T17:00:00Z
STU_002710,SCH_000116,reject,-1.0,2024-08-07T08:00:00Z
STU_002710,SCH_000713,click,2.0,2024-11-23T06:00:00Z
STU_002710,SCH_000116,view,1.0,2024-02-19T10:00:00Z
STU_002710,SCH_000234,view,1.0,2024-08-06T04:00:00Z
STU_002710,SCH_000693,click,2.0,2024-08-30T07:00:00Z
STU_002711,SCH_000126,reject,-1.0,2024-05-28T07:00:00Z
STU_002711,SCH_000324,reject,-1.0,2024-07-10T14:00:00Z
STU_002711,SCH_000337,click,2.0,2024-07-13T05:00:00Z
STU_002711,SCH_000244,click,2.0,2024-03-30T04:00:00Z
STU_002711,SCH_000672,reject,-1.0,2024-12-17T07:00:00Z
STU_002712,SCH_000078,click,2.0,2024-02-22T21:00:00Z
STU_002712,SCH_000498,view,1.0,2024-09-15T17:00:00Z
STU_002712,SCH_000319,view,1.0,2024-03-02T01:00:00Z
STU_002713,SCH_000065,click,2.0,2024-03-18T01:00:00Z
STU_002713,SCH_000658,reject,-1.0,2024-04-16T11:00:00Z
STU_002714,SCH_000237,reject,-1.0,2024-11-02T14:00:00Z
STU_002714,SCH_000384,click,2.0,2024-09-06T21:00:00Z
STU_002714,SCH_000288,view,1.0,2024-11-01T01:00:00Z
STU_002714,SCH_000595,click,2.0,2024-12-15T17:00:00Z
STU_002714,SCH_000369,view,1.0,2024-06-13T21:00:00Z
STU_002714,SCH_000536,apply,3.0,2024-04-28T19:00:00Z
STU_002714,SCH_000108,reject,-1.0,2024-01-06T14:00:00Z
STU_002714,SCH_000549,click,2.0,2024-12-13T18:00:00Z
STU_002715,SCH_000303,reject,-1.0,2024-02-29T09:00:00Z
STU_002716,SCH_000343,reject,-1.0,2024-03-21T12:00:00Z
STU_002716,SCH_000060,view,1.0,2024-04-03T03:00:00Z
STU_002716,SCH_000227,reject,-1.0,2024-01-24T13:00:00Z
STU_002716,SCH_000488,view,1.0,2024-06-10T22:00:00Z
STU_002716,SCH_000343,click,2.0,2024-03-27T17:00:00Z
STU_002716,SCH_000229,click,2.0,2024-01-20T15:00:00Z
STU_002716,SCH_000155,view,1.0,2024-02-02T06:00:00Z
STU_002716,SCH_000050,apply,3.0,2024-06-15T10:00:00Z
STU_002716,SCH_000060,view,1.0,2024-11-09T10:00:00Z
STU_002716,SCH_000229,view,1.0,2024-05-14T16:00:00Z
STU_002716,SCH_000175,view,1.0,2024-05-30T02:00:00Z
STU_002716,SCH_000229,click,2.0,2024-10-15T17:00:00Z
STU_002716,SCH_000732,view,1.0,2024-04-04T02:00:00Z
STU_002716,SCH_000175,apply,3.0,2024-11-05T14:00:00Z
STU_002717,SCH_000306,reject,-1.0,2024-02-19T05:00:00Z
STU_002717,SCH_000266,reject,-1.0,2024-12-05T06:00:00Z
STU_002717,SCH_000110,apply,3.0,2024-10-23T03:00:00Z
STU_002717,SCH_000010,view,1.0,2024-06-13T00:00:00Z
STU_002717,SCH_000198,apply,3.0,2024-09-20T05:00:00Z
STU_002717,SCH_000311,view,1.0,2024-04-17T09:00:00Z
STU_002717,SCH_000775,reject,-1.0,2024-10-18T05:00:00Z
STU_002717,SCH_000110,reject,-1.0,2024-11-01T09:00:00Z
STU_002717,SCH_000110,reject,-1.0,2024-11-20T22:00:00Z
STU_002717,SCH_000492,apply,3.0,2024-03-30T21:00:00Z
STU_002717,SCH_000387,reject,-1.0,2024-12-15T03:00:00Z
STU_002717,SCH_000710,reject,-1.0,2024-01-15T00:00:00Z
STU_002717,SCH_000590,view,1.0,2024-06-03T00:00:00Z
STU_002717,SCH_000616,view,1.0,2024-12-30T13:00:00Z
STU_002718,SCH_000482,view,1.0,2024-03-09T17:00:00Z
STU_002718,SCH_000620,view,1.0,2024-06-17T09:00:00Z
STU_002718,SCH_000027,view,1.0,2024-08-24T13:00:00Z
STU_002718,SCH_000533,click,2.0,2024-04-08T22:00:00Z
STU_002718,SCH_000183,click,2.0,2024-12-17T18:00:00Z
STU_002718,SCH_000533,view,1.0,2024-04-24T14:00:00Z
STU_002718,SCH_000422,view,1.0,2024-11-14T07:00:00Z
STU_002719,SCH_000391,view,1.0,2024-09-08T15:00:00Z
STU_002719,SCH_000586,reject,-1.0,2024-06-27T14:00:00Z
STU_002719,SCH_000651,reject,-1.0,2024-09-14T14:00:00Z
STU_002719,SCH_000002,apply,3.0,2024-12-19T16:00:00Z
STU_002719,SCH_000029,click,2.0,2024-07-02T22:00:00Z
STU_002719,SCH_000483,reject,-1.0,2024-02-18T07:00:00Z
STU_002719,SCH_000066,click,2.0,2024-12-23T17:00:00Z
STU_002719,SCH_000459,reject,-1.0,2024-04-17T05:00:00Z
STU_002719,SCH_000621,view,1.0,2024-03-12T02:00:00Z
STU_002719,SCH_000483,view,1.0,2024-08-19T07:00:00Z
STU_002719,SCH_000395,reject,-1.0,2024-06-07T10:00:00Z
STU_002719,SCH_000136,apply,3.0,2024-10-20T14:00:00Z
STU_002719,SCH_000483,view,1.0,2024-07-20T02:00:00Z
STU_002720,SCH_000794,apply,3.0,2024-11-01T21:00:00Z
STU_002721,SCH_000454,reject,-1.0,2024-04-30T21:00:00Z
STU_002721,SCH_000633,click,2.0,2024-07-01T16:00:00Z
STU_002721,SCH_000422,click,2.0,2024-03-20T19:00:00Z
STU_002721,SCH_000170,view,1.0,2024-05-31T02:00:00Z
STU_002721,SCH_000771,view,1.0,2024-11-22T13:00:00Z
STU_002721,SCH_000434,apply,3.0,2024-09-13T09:00:00Z
STU_002721,SCH_000065,click,2.0,2024-07-02T05:00:00Z
STU_002722,SCH_000797,reject,-1.0,2024-01-26T16:00:00Z
STU_002722,SCH_000611,view,1.0,2024-03-25T20:00:00Z
STU_002722,SCH_000746,apply,3.0,2024-11-27T04:00:00Z
STU_002722,SCH_000746,reject,-1.0,2024-06-04T00:00:00Z
STU_002722,SCH_000611,click,2.0,2024-08-30T04:00:00Z
STU_002723,SCH_000491,click,2.0,2024-07-06T07:00:00Z
STU_002723,SCH_000109,view,1.0,2024-08-10T20:00:00Z
STU_002723,SCH_000336,view,1.0,2024-07-22T19:00:00Z
STU_002723,SCH_000584,apply,3.0,2024-02-15T09:00:00Z
STU_002723,SCH_000217,reject,-1.0,2024-01-29T18:00:00Z
STU_002723,SCH_000716,apply,3.0,2024-06-02T09:00:00Z
STU_002723,SCH_000476,click,2.0,2024-09-26T11:00:00Z
STU_002723,SCH_000556,reject,-1.0,2024-10-10T12:00:00Z
STU_002723,SCH_000336,view,1.0,2024-11-19T06:00:00Z
STU_002723,SCH_000138,reject,-1.0,2024-02-24T21:00:00Z
STU_002723,SCH_000722,reject,-1.0,2024-04-16T18:00:00Z
STU_002723,SCH_000457,click,2.0,2024-02-13T09:00:00Z
STU_002724,SCH_000613,view,1.0,2024-07-15T18:00:00Z
STU_002724,SCH_000398,click,2.0,2024-04-16T00:00:00Z
STU_002724,SCH_000506,reject,-1.0,2024-12-08T06:00:00Z
STU_002724,SCH_000695,reject,-1.0,2024-04-25T16:00:00Z
STU_002724,SCH_000749,view,1.0,2024-06-10T19:00:00Z
STU_002724,SCH_000316,reject,-1.0,2024-12-25T01:00:00Z
STU_002724,SCH_000390,reject,-1.0,2024-07-06T03:00:00Z
STU_002724,SCH_000347,view,1.0,2024-06-22T22:00:00Z
STU_002724,SCH_000172,click,2.0,2024-06-04T07:00:00Z
STU_002725,SCH_000535,reject,-1.0,2024-06-13T10:00:00Z
STU_002725,SCH_000343,view,1.0,2024-04-15T07:00:00Z
STU_002725,SCH_000345,reject,-1.0,2024-03-24T13:00:00Z
STU_002725,SCH_000345,view,1.0,2024-03-25T00:00:00Z
STU_002725,SCH_000424,click,2.0,2024-05-19T05:00:00Z
STU_002725,SCH_000018,click,2.0,2024-03-02T06:00:00Z
STU_002725,SCH_000245,view,1.0,2024-01-20T03:00:00Z
STU_002725,SCH_000459,view,1.0,2024-08-26T09:00:00Z
STU_002725,SCH_000604,click,2.0,2024-03-29T19:00:00Z
STU_002725,SCH_000345,reject,-1.0,2024-09-27T07:00:00Z
STU_002725,SCH_000018,click,2.0,2024-03-29T08:00:00Z
STU_002725,SCH_000657,apply,3.0,2024-09-22T21:00:00Z
STU_002726,SCH_000765,click,2.0,2024-07-24T09:00:00Z
STU_002726,SCH_000538,click,2.0,2024-07-23T19:00:00Z
STU_002726,SCH_000578,view,1.0,2024-03-29T17:00:00Z
STU_002726,SCH_000243,view,1.0,2024-12-20T09:00:00Z
STU_002726,SCH_000031,view,1.0,2024-01-16T15:00:00Z
STU_002726,SCH_000316,reject,-1.0,2024-07-05T06:00:00Z
STU_002726,SCH_000669,click,2.0,2024-01-09T10:00:00Z
STU_002726,SCH_000000,view,1.0,2024-11-23T05:00:00Z
STU_002726,SCH_000312,reject,-1.0,2024-03-13T12:00:00Z
STU_002726,SCH_000206,reject,-1.0,2024-04-20T12:00:00Z
STU_002726,SCH_000796,view,1.0,2024-09-17T18:00:00Z
STU_002726,SCH_000039,view,1.0,2024-05-28T22:00:00Z
STU_002726,SCH_000018,view,1.0,2024-08-28T05:00:00Z
STU_002727,SCH_000525,apply,3.0,2024-01-04T03:00:00Z
STU_002728,SCH_000658,click,2.0,2024-08-04T17:00:00Z
STU_002728,SCH_000343,view,1.0,2024-06-26T02:00:00Z
STU_002728,SCH_000652,view,1.0,2024-10-10T02:00:00Z
STU_002728,SCH_000181,apply,3.0,2024-09-24T09:00:00Z
STU_002728,SCH_000658,view,1.0,2024-09-07T07:00:00Z
STU_002728,SCH_000578,view,1.0,2024-02-15T14:00:00Z
STU_002728,SCH_000343,view,1.0,2024-06-04T03:00:00Z
STU_002728,SCH_000578,click,2.0,2024-05-29T11:00:00Z
STU_002728,SCH_000355,reject,-1.0,2024-07-04T08:00:00Z
STU_002728,SCH_000343,click,2.0,2024-01-09T11:00:00Z
STU_002728,SCH_000141,view,1.0,2024-09-27T20:00:00Z
STU_002728,SCH_000577,view,1.0,2024-06-19T08:00:00Z
STU_002728,SCH_000179,reject,-1.0,2024-10-23T02:00:00Z
STU_002729,SCH_000641,click,2.0,2024-09-04T05:00:00Z
STU_002729,SCH_000319,click,2.0,2024-06-10T12:00:00Z
STU_002729,SCH_000669,click,2.0,2024-06-16T01:00:00Z
STU_002729,SCH_000669,view,1.0,2024-08-02T02:00:00Z
STU_002729,SCH_000262,reject,-1.0,2024-12-02T15:00:00Z
STU_002729,SCH_000796,click,2.0,2024-06-01T08:00:00Z
STU_002729,SCH_000538,click,2.0,2024-03-03T21:00:00Z
STU_002729,SCH_000211,apply,3.0,2024-08-27T16:00:00Z
STU_002729,SCH_000669,click,2.0,2024-04-19T17:00:00Z
STU_002729,SCH_000432,click,2.0,2024-02-05T11:00:00Z
STU_002729,SCH_000019,click,2.0,2024-03-04T15:00:00Z
STU_002729,SCH_000319,apply,3.0,2024-11-20T03:00:00Z
STU_002729,SCH_000238,reject,-1.0,2024-08-04T07:00:00Z
STU_002730,SCH_000554,view,1.0,2024-08-02T20:00:00Z
STU_002730,SCH_000588,click,2.0,2024-05-16T10:00:00Z
STU_002730,SCH_000222,reject,-1.0,2024-06-16T19:00:00Z
STU_002730,SCH_000134,reject,-1.0,2024-11-23T12:00:00Z
STU_002730,SCH_000183,click,2.0,2024-04-27T04:00:00Z
STU_002730,SCH_000749,click,2.0,2024-10-09T03:00:00Z
STU_002730,SCH_000222,apply,3.0,2024-06-13T12:00:00Z
STU_002730,SCH_000701,reject,-1.0,2024-12-14T03:00:00Z
STU_002730,SCH_000739,view,1.0,2024-03-20T06:00:00Z
STU_002731,SCH_000118,reject,-1.0,2024-05-15T22:00:00Z
STU_002731,SCH_000730,view,1.0,2024-11-22T19:00:00Z
STU_002731,SCH_000164,view,1.0,2024-02-01T13:00:00Z
STU_002731,SCH_000455,click,2.0,2024-10-24T19:00:00Z
STU_002731,SCH_000226,reject,-1.0,2024-06-01T21:00:00Z
STU_002731,SCH_000282,click,2.0,2024-03-27T07:00:00Z
STU_002731,SCH_000432,view,1.0,2024-12-10T09:00:00Z
STU_002731,SCH_000310,apply,3.0,2024-10-19T19:00:00Z
STU_002731,SCH_000643,click,2.0,2024-03-11T21:00:00Z
STU_002731,SCH_000643,apply,3.0,2024-05-01T16:00:00Z
STU_002732,SCH_000676,view,1.0,2024-02-10T04:00:00Z
STU_002732,SCH_000063,view,1.0,2024-07-29T08:00:00Z
STU_002733,SCH_000137,click,2.0,2024-07-14T08:00:00Z
STU_002733,SCH_000607,reject,-1.0,2024-08-22T09:00:00Z
STU_002733,SCH_000476,view,1.0,2024-07-24T15:00:00Z
STU_002733,SCH_000137,view,1.0,2024-08-07T02:00:00Z
STU_002733,SCH_000044,reject,-1.0,2024-04-05T18:00:00Z
STU_002733,SCH_000574,view,1.0,2024-12-19T17:00:00Z
STU_002733,SCH_000638,click,2.0,2024-05-21T04:00:00Z
STU_002733,SCH_000285,reject,-1.0,2024-08-26T16:00:00Z
STU_002733,SCH_000455,view,1.0,2024-10-28T03:00:00Z
STU_002733,SCH_000348,reject,-1.0,2024-04-28T09:00:00Z
STU_002733,SCH_000468,click,2.0,2024-04-12T00:00:00Z
STU_002734,SCH_000660,apply,3.0,2024-04-08T00:00:00Z
STU_002734,SCH_000605,view,1.0,2024-02-25T06:00:00Z
STU_002734,SCH_000448,reject,-1.0,2024-12-01T21:00:00Z
STU_002734,SCH_000012,view,1.0,2024-06-17T18:00:00Z
STU_002734,SCH_000308,reject,-1.0,2024-10-28T11:00:00Z
STU_002734,SCH_000229,apply,3.0,2024-04-06T16:00:00Z
STU_002734,SCH_000657,click,2.0,2024-04-03T21:00:00Z
STU_002734,SCH_000652,view,1.0,2024-11-14T11:00:00Z
STU_002734,SCH_000642,view,1.0,2024-09-23T22:00:00Z
STU_002734,SCH_000538,view,1.0,2024-05-12T01:00:00Z
STU_002734,SCH_000316,reject,-1.0,2024-02-13T08:00:00Z
STU_002734,SCH_000154,click,2.0,2024-07-06T01:00:00Z
STU_002735,SCH_000161,click,2.0,2024-03-06T19:00:00Z
STU_002735,SCH_000116,apply,3.0,2024-06-26T15:00:00Z
STU_002735,SCH_000668,view,1.0,2024-12-13T18:00:00Z
STU_002735,SCH_000771,reject,-1.0,2024-05-23T05:00:00Z
STU_002735,SCH_000116,reject,-1.0,2024-09-08T15:00:00Z
STU_002735,SCH_000668,apply,3.0,2024-11-21T13:00:00Z
STU_002735,SCH_000180,reject,-1.0,2024-12-10T22:00:00Z
STU_002736,SCH_000089,view,1.0,2024-11-14T05:00:00Z
STU_002736,SCH_000409,reject,-1.0,2024-09-28T02:00:00Z
STU_002736,SCH_000434,click,2.0,2024-09-26T01:00:00Z
STU_002736,SCH_000721,view,1.0,2024-02-21T16:00:00Z
STU_002736,SCH_000574,view,1.0,2024-11-25T09:00:00Z
STU_002736,SCH_000510,view,1.0,2024-01-24T10:00:00Z
STU_002736,SCH_000574,apply,3.0,2024-09-23T13:00:00Z
STU_002736,SCH_000231,view,1.0,2024-03-25T04:00:00Z
STU_002736,SCH_000380,reject,-1.0,2024-08-06T21:00:00Z
STU_002736,SCH_000637,click,2.0,2024-09-09T20:00:00Z
