student_id,nationality,age,current_degree_level,target_degree_level,high_school_track,school_name,overall_report_card_average,math_score,english_score,major_subject_average,language_proficiency,olympiad_level,olympiad_subjects,leadership_experience_count,volunteer_experience_count,competition_wins_count,school_tier,family_income_category,from_underrepresented_region,intended_career_track,willing_to_return_home,target_countries,personal_statement,achievements_narrative,future_goals,needs_full_funding,can_self_fund_living
STU_004126,south_korea,16,high_school,bachelors,languages,Hwawon High School,78.0,79.2,65.1,64.5,"[{""test_type"": ""ielts"", ""score"": 6.4, ""valid_until"": ""2026-10-01""}]",school,"[""geography"", ""english_language""]",0,4,1,accredited_b,high,True,ngo_npo,True,"[""brazil""]","Growing up in south_korea, I witnessed firsthand the challenges in climate change mitigation and want to address them.",Served as secretary in student council.. Served as secretary in student council..,I want to bridge the gap between education and climate change mitigation through research and practice.,False,True
STU_004127,netherlands,16,high_school,bachelors,social_studies,General High School,67.6,96.7,55.8,75.8,[],city,"[""computer_science""]",1,1,0,private_a,middle,False,academic,False,"[""brazil"", ""sweden"", ""switzerland""]",I am passionate about chemistry and aspire to make a significant contribution to quantum computing.,Led a team of 4 in a informatics project.. Volunteered 28 hours for community service.. Volunteered 171 hours for community service..,"After completing my studies, I plan to return home and contribute to quantum computing in my community.",True,False
STU_004128,vietnam,16,high_school,bachelors,religion,Lý Tự Trọng High School,90.2,55.3,58.2,72.8,"[{""test_type"": ""toefl"", ""score"": 58.2, ""valid_until"": ""2026-07-01""}]",provincial,"[""computer_science""]",2,5,2,private_a,low,False,public_service,True,"[""thailand"", ""chile""]",My journey in law began during high school where I discovered my love for sustainable agriculture.,Achieved national level in history olympiad.. Achieved city level in computer_science olympiad..,I aspire to establish a program focused on sustainable agriculture that benefits underrepresented communities.,True,False
STU_004129,canada,17,high_school,bachelors,social_studies,General High School,90.8,91.8,83.6,70.8,[],none,[],3,1,2,private_a,middle,False,entrepreneurship,False,"[""morocco"", ""singapore""]",My journey in education began during high school where I discovered my love for genomic research.,Won debate competition at the provincial level.. Led a team of 5 in a geography project..,I aspire to establish a program focused on genomic research that benefits underrepresented communities.,False,False
STU_004130,new_zealand,16,high_school,bachelors,languages,General High School,95.5,89.1,71.9,55.3,[],none,[],2,1,2,excellence,middle,True,industry,True,"[""india"", ""brazil""]",I am passionate about chemistry and aspire to make a significant contribution to renewable energy systems.,Led a team of 7 in a linguistics project.. Volunteered 62 hours for community service..,"After completing my studies, I plan to return home and contribute to renewable energy systems in my community.",False,True
STU_004131,singapore,17,high_school,bachelors,religion,Hwa Chong Institution,93.2,92.6,70.7,83.0,"[{""test_type"": ""toefl"", ""score"": 113.7, ""valid_until"": ""2026-04-01""}]",city,"[""computer_science""]",3,2,0,accredited_c,middle,True,industry,False,"[""france""]","Growing up in singapore, I witnessed firsthand the challenges in cybersecurity and want to address them.",Volunteered 128 hours for community service..,I aspire to establish a program focused on cybersecurity that benefits underrepresented communities.,True,False
STU_004132,germany,17,high_school,bachelors,languages,General High School,91.5,94.9,76.6,72.7,"[{""test_type"": ""ielts"", ""score"": 7.3, ""valid_until"": ""2026-07-01""}]",none,[],3,1,2,accredited_b,middle,True,public_service,False,"[""vietnam"", ""thailand""]",My journey in mathematics began during high school where I discovered my love for public health policy.,Won science competition at the national level..,I aspire to establish a program focused on public health policy that benefits underrepresented communities.,True,False
STU_004133,south_africa,16,high_school,bachelors,science,General High School,93.5,68.2,66.9,87.1,"[{""test_type"": ""toefl"", ""score"": 102.9, ""valid_until"": ""2026-04-01""}]",none,[],4,4,2,unaccredited,very_low,False,industry,False,"[""morocco""]","As a dedicated student of science, I have been actively involved in community service.",Won debate competition at the city level.. Volunteered 125 hours for community service..,I want to bridge the gap between chemistry and cybersecurity through research and practice.,True,False
STU_004134,egypt,17,high_school,bachelors,vocational,General High School,87.1,57.6,84.1,74.8,"[{""test_type"": ""toefl"", ""score"": 50.8, ""valid_until"": ""2026-09-01""}]",none,[],3,5,1,unaccredited,middle,False,ngo_npo,True,"[""singapore"", ""thailand"", ""philippines""]",I am passionate about medicine and aspire to make a significant contribution to artificial intelligence.,Volunteered 84 hours for community service.. Served as vice president in student council..,I aspire to establish a program focused on artificial intelligence that benefits underrepresented communities.,True,False
STU_004135,south_korea,17,high_school,bachelors,religion,Seoul High School,69.8,97.1,40.8,82.1,"[{""test_type"": ""ielts"", ""score"": 4.3, ""valid_until"": ""2026-09-01""}]",none,[],0,1,1,unknown,middle,True,public_service,False,"[""morocco"", ""uk"", ""germany""]",I am passionate about arts_humanities and aspire to make a significant contribution to renewable energy systems.,Led a team of 12 in a geography project.. Won science competition at the national level.. Served as vice president in student council..,I aspire to establish a program focused on renewable energy systems that benefits underrepresented communities.,True,False
STU_004136,brazil,17,high_school,bachelors,social_studies,General High School,90.5,85.5,78.7,57.7,"[{""test_type"": ""ielts"", ""score"": 4.6, ""valid_until"": ""2026-02-01""}]",none,[],2,3,1,accredited_b,upper_middle,False,industry,False,"[""south_africa"", ""south_korea""]","As a dedicated student of social_studies, I have been actively involved in research.",Volunteered 59 hours for community service.. Volunteered 24 hours for community service.. Led a team of 8 in a chemistry project..,My long-term goal is to become a leader in engineering and drive innovation in Asia.,True,False
STU_004137,indonesia,16,high_school,bachelors,social_studies,SMA Katolik Santa Maria Yogyakarta,76.0,92.3,72.9,98.7,[],none,[],1,2,1,public_a,upper_middle,False,industry,True,"[""germany""]","As a dedicated student of social_studies, I have been actively involved in community service.",Led a team of 4 in a business_studies project.. Achieved school level in linguistics olympiad.. Volunteered 192 hours for community service..,My long-term goal is to become a leader in business and drive innovation in Asia.,False,True
STU_004138,morocco,17,high_school,bachelors,languages,General High School,76.5,54.4,63.4,89.2,[],none,[],4,4,0,unaccredited,upper_middle,False,ngo_npo,False,"[""nigeria"", ""vietnam"", ""egypt""]",My journey in biology began during high school where I discovered my love for human-computer interaction.,Volunteered 162 hours for community service.. Led a team of 12 in a geography project.. Volunteered 72 hours for community service..,I aspire to establish a program focused on human-computer interaction that benefits underrepresented communities.,True,False
STU_004139,brazil,17,high_school,bachelors,languages,General High School,72.4,50.9,89.3,96.7,[],national,"[""informatics""]",0,3,0,unknown,low,False,government,True,"[""singapore""]","As a dedicated student of languages, I have been actively involved in community service.",Achieved school level in linguistics olympiad..,I aspire to establish a program focused on human-computer interaction that benefits underrepresented communities.,False,False
STU_004140,india,16,high_school,bachelors,science,Delhi Public School,61.8,90.9,44.2,93.3,[],none,[],1,1,0,excellence,high,False,government,True,"[""philippines"", ""india""]","As a dedicated student of science, I have been actively involved in research.",Achieved city level in physics olympiad..,My long-term goal is to become a leader in education and drive innovation in Asia.,True,False
STU_004141,australia,17,high_school,bachelors,religion,General High School,79.2,79.3,42.0,86.3,"[{""test_type"": ""toefl"", ""score"": 80.7, ""valid_until"": ""2026-02-01""}]",none,[],3,4,0,public_a,low,True,academic,True,"[""singapore"", ""india"", ""australia""]","Growing up in australia, I witnessed firsthand the challenges in machine learning and want to address them.",Won debate competition at the city level.. Won science competition at the city level.. Led a team of 11 in a computer_science project..,I want to bridge the gap between agriculture and machine learning through research and practice.,True,False
STU_004142,brazil,16,high_school,bachelors,science,General High School,82.4,95.1,88.3,71.2,"[{""test_type"": ""ielts"", ""score"": 7.7, ""valid_until"": ""2026-11-01""}]",school,"[""economics""]",5,5,1,public_a,high,False,government,False,"[""kenya"", ""thailand"", ""australia""]","Growing up in brazil, I witnessed firsthand the challenges in climate change mitigation and want to address them.",Achieved city level in chemistry olympiad.. Won math competition at the city level..,"After completing my studies, I plan to return home and contribute to climate change mitigation in my community.",False,False
STU_004143,philippines,16,high_school,bachelors,science,Ateneo de Manila Senior High,60.6,68.6,67.3,92.8,"[{""test_type"": ""toefl"", ""score"": 42.7, ""valid_until"": ""2026-08-01""}]",none,[],4,3,3,private_a,middle,False,ngo_npo,True,"[""philippines"", ""netherlands"", ""new_zealand""]",I am passionate about law and aspire to make a significant contribution to artificial intelligence.,Volunteered 59 hours for community service.. Led a team of 11 in a geography project.. Achieved city level in astronomy olympiad..,I want to bridge the gap between law and artificial intelligence through research and practice.,True,False
STU_004144,china,17,high_school,bachelors,science,Beijing No.4 High School,94.9,63.4,48.6,76.4,"[{""test_type"": ""toefl"", ""score"": 42.5, ""valid_until"": ""2026-08-01""}]",none,[],3,3,0,private_a,middle,False,entrepreneurship,True,"[""morocco"", ""indonesia"", ""malaysia""]",My journey in physics began during high school where I discovered my love for sustainable agriculture.,Achieved provincial level in informatics olympiad.. Served as secretary in student council.. Volunteered 96 hours for community service..,"After completing my studies, I plan to return home and contribute to sustainable agriculture in my community.",False,False
STU_004145,thailand,17,high_school,bachelors,vocational,Suankularb Wittayalai School,62.2,65.3,42.9,57.8,[],none,[],0,2,2,unknown,upper_middle,False,government,True,"[""argentina"", ""south_korea"", ""kenya""]",I am passionate about computer_science and aspire to make a significant contribution to human-computer interaction.,Achieved national level in economics olympiad..,I aspire to establish a program focused on human-computer interaction that benefits underrepresented communities.,True,False
STU_004146,switzerland,16,high_school,bachelors,religion,General High School,85.7,69.2,73.0,60.2,"[{""test_type"": ""toefl"", ""score"": 83.1, ""valid_until"": ""2026-11-01""}]",school,"[""chemistry""]",4,3,1,accredited_c,low,False,academic,True,"[""netherlands"", ""kenya"", ""india""]","Growing up in switzerland, I witnessed firsthand the challenges in cybersecurity and want to address them.",Volunteered 20 hours for community service..,I want to bridge the gap between business and cybersecurity through research and practice.,False,False
STU_004147,new_zealand,17,high_school,bachelors,social_studies,General High School,92.0,69.8,99.2,93.1,"[{""test_type"": ""hsk"", ""score"": 40, ""valid_until"": ""2026-11-01""}]",provincial,"[""mathematics""]",3,0,0,unaccredited,middle,False,ngo_npo,True,"[""chile"", ""switzerland""]",My journey in physics began during high school where I discovered my love for public health policy.,Won math competition at the national level..,I aspire to establish a program focused on public health policy that benefits underrepresented communities.,False,True
STU_004148,canada,17,high_school,bachelors,religion,General High School,83.3,69.0,41.8,90.4,"[{""test_type"": ""toefl"", ""score"": 77.5, ""valid_until"": ""2026-09-01""}]",none,[],2,3,0,accredited_c,very_low,False,government,True,"[""malaysia"", ""thailand""]",My journey in chemistry began during high school where I discovered my love for financial technology.,Achieved city level in economics olympiad.. Led a team of 13 in a history project.. Served as vice president in student council..,I aspire to establish a program focused on financial technology that benefits underrepresented communities.,True,False
STU_004149,uk,17,high_school,bachelors,social_studies,General High School,85.1,51.0,44.2,74.0,[],none,[],3,2,0,accredited_c,middle,False,academic,False,"[""usa"", ""brazil""]","Growing up in uk, I witnessed firsthand the challenges in climate change mitigation and want to address them.",Led a team of 14 in a informatics project..,"After completing my studies, I plan to return home and contribute to climate change mitigation in my community.",True,False
STU_004150,japan,16,high_school,bachelors,religion,Tokyo Metropolitan Nagatsuta High School,83.0,73.5,55.4,81.6,"[{""test_type"": ""hsk"", ""score"": 100, ""valid_until"": ""2026-02-01""}]",provincial,"[""physics"", ""chemistry""]",2,2,1,public_a,high,True,government,True,"[""thailand"", ""chile""]","As a dedicated student of religion, I have been actively involved in innovation.",Volunteered 86 hours for community service.. Achieved provincial level in history olympiad..,I aspire to establish a program focused on sustainable agriculture that benefits underrepresented communities.,False,False
STU_004151,malaysia,16,high_school,bachelors,vocational,Sekolah Menengah Kebangsaan Kuala Lumpur,72.7,50.6,79.0,63.1,[],city,"[""informatics""]",8,0,0,unaccredited,high,False,public_service,True,"[""south_africa"", ""china""]","Growing up in malaysia, I witnessed firsthand the challenges in machine learning and want to address them.",Achieved provincial level in geography olympiad.. Achieved provincial level in linguistics olympiad..,I aspire to establish a program focused on machine learning that benefits underrepresented communities.,False,False
STU_004152,morocco,17,high_school,bachelors,religion,General High School,95.3,52.7,53.0,74.5,"[{""test_type"": ""ielts"", ""score"": 8.5, ""valid_until"": ""2026-10-01""}]",none,[],2,2,1,public_a,upper_middle,False,ngo_npo,True,"[""singapore"", ""sweden""]","As a dedicated student of religion, I have been actively involved in research.",Achieved provincial level in physics olympiad.. Won debate competition at the provincial level..,"After completing my studies, I plan to return home and contribute to human-computer interaction in my community.",False,False
STU_004153,indonesia,17,high_school,bachelors,science,SMA Muhammadiyah 1 Bandung,68.9,77.2,70.5,67.1,"[{""test_type"": ""toefl"", ""score"": 52.6, ""valid_until"": ""2026-04-01""}]",none,[],4,4,0,accredited_c,low,False,ngo_npo,True,"[""germany""]","Growing up in indonesia, I witnessed firsthand the challenges in human-computer interaction and want to address them.",Served as vice president in student council.. Volunteered 51 hours for community service.. Served as secretary in student council..,"After completing my studies, I plan to return home and contribute to human-computer interaction in my community.",True,False
STU_004154,philippines,17,high_school,bachelors,religion,University of the Philippines High School,79.6,60.9,95.4,84.9,[],provincial,"[""history"", ""physics""]",2,3,1,accredited_b,middle,False,industry,True,"[""morocco"", ""netherlands"", ""south_korea""]",I am passionate about social_sciences and aspire to make a significant contribution to cybersecurity.,Led a team of 10 in a physics project.. Served as vice president in student council.. Served as vice president in student council..,My long-term goal is to become a leader in social_sciences and drive innovation in Europe.,False,False
STU_004155,argentina,17,high_school,bachelors,languages,General High School,83.7,64.1,51.0,60.0,"[{""test_type"": ""topik"", ""score"": 100, ""valid_until"": ""2026-05-01""}]",school,"[""history""]",2,2,1,public_a,low,False,academic,False,"[""new_zealand""]","Growing up in argentina, I witnessed firsthand the challenges in education reform and want to address them.",Achieved city level in computer_science olympiad..,"After completing my studies, I plan to return home and contribute to education reform in my community.",False,True
STU_004156,uk,17,high_school,bachelors,languages,General High School,71.6,66.4,74.2,90.9,"[{""test_type"": ""toefl"", ""score"": 97.5, ""valid_until"": ""2026-04-01""}]",none,[],4,2,0,public_a,upper_middle,False,ngo_npo,True,"[""france"", ""new_zealand""]",I am passionate about arts_humanities and aspire to make a significant contribution to genomic research.,Led a team of 4 in a economics project..,My long-term goal is to become a leader in arts_humanities and drive innovation in Europe.,False,False
STU_004157,south_africa,16,high_school,bachelors,social_studies,General High School,63.2,99.6,74.6,96.0,"[{""test_type"": ""toefl"", ""score"": 72.7, ""valid_until"": ""2026-10-01""}]",school,"[""mathematics"", ""chemistry""]",0,1,3,accredited_c,middle,True,industry,True,"[""netherlands"", ""germany""]",I am passionate about computer_science and aspire to make a significant contribution to renewable energy systems.,Volunteered 87 hours for community service..,I aspire to establish a program focused on renewable energy systems that benefits underrepresented communities.,False,False
STU_004158,new_zealand,17,high_school,bachelors,social_studies,General High School,86.5,54.1,90.1,70.3,"[{""test_type"": ""toefl"", ""score"": 109.9, ""valid_until"": ""2026-03-01""}]",none,[],2,3,1,accredited_b,middle,False,ngo_npo,True,"[""chile"", ""singapore""]","As a dedicated student of social_studies, I have been actively involved in community service.",Volunteered 122 hours for community service.. Achieved provincial level in biology olympiad.. Served as secretary in student council..,I aspire to establish a program focused on artificial intelligence that benefits underrepresented communities.,True,False
STU_004159,china,16,high_school,bachelors,languages,Beijing No.4 High School,89.4,70.1,44.5,83.4,[],city,"[""mathematics""]",1,4,0,private_a,low,False,ngo_npo,True,"[""india"", ""indonesia"", ""france""]","Growing up in china, I witnessed firsthand the challenges in education reform and want to address them.",Volunteered 153 hours for community service.. Achieved national level in english_language olympiad..,My long-term goal is to become a leader in chemistry and drive innovation in North_america.,False,False
STU_004160,nigeria,17,high_school,bachelors,science,General High School,81.8,59.1,61.7,78.9,[],none,[],3,2,2,public_a,low,True,entrepreneurship,True,"[""sweden""]",My journey in social_sciences began during high school where I discovered my love for education reform.,Achieved city level in biology olympiad.. Achieved national level in history olympiad..,I aspire to establish a program focused on education reform that benefits underrepresented communities.,False,True
STU_004161,uk,17,high_school,bachelors,social_studies,General High School,91.1,99.2,91.0,76.3,[],none,[],4,1,0,accredited_c,low,False,industry,True,"[""kenya""]",My journey in mathematics began during high school where I discovered my love for education reform.,Served as secretary in student council.. Volunteered 52 hours for community service.. Served as secretary in student council..,My long-term goal is to become a leader in mathematics and drive innovation in Europe.,True,False
STU_004162,vietnam,16,high_school,bachelors,languages,Tuan Minh High School,62.5,66.4,98.2,72.9,"[{""test_type"": ""ielts"", ""score"": 4.7, ""valid_until"": ""2026-01-01""}]",none,[],0,4,2,accredited_c,upper_middle,True,entrepreneurship,True,"[""egypt"", ""kenya""]",I am passionate about social_sciences and aspire to make a significant contribution to cybersecurity.,Won debate competition at the city level..,My long-term goal is to become a leader in social_sciences and drive innovation in Europe.,False,True
STU_004163,switzerland,16,high_school,bachelors,science,General High School,88.8,54.9,73.8,93.7,[],school,"[""mathematics""]",1,3,2,accredited_b,low,True,academic,True,"[""usa"", ""south_africa""]",My journey in mathematics began during high school where I discovered my love for machine learning.,Served as secretary in student council..,"After completing my studies, I plan to return home and contribute to machine learning in my community.",True,False
STU_004164,nigeria,16,high_school,bachelors,social_studies,General High School,66.6,84.8,79.4,96.0,[],none,[],1,5,1,accredited_b,middle,False,entrepreneurship,True,"[""france"", ""germany""]",I am passionate about chemistry and aspire to make a significant contribution to genomic research.,Achieved city level in computer_science olympiad.. Achieved school level in business_studies olympiad.. Served as president in student council..,I want to bridge the gap between chemistry and genomic research through research and practice.,False,False
STU_004165,sweden,16,high_school,bachelors,languages,General High School,97.6,84.3,54.6,55.2,"[{""test_type"": ""ielts"", ""score"": 6.1, ""valid_until"": ""2026-02-01""}]",city,"[""linguistics"", ""english_language""]",1,4,1,accredited_b,middle,False,entrepreneurship,True,"[""sweden"", ""malaysia""]","Growing up in sweden, I witnessed firsthand the challenges in quantum computing and want to address them.",Led a team of 10 in a history project.. Volunteered 148 hours for community service..,"After completing my studies, I plan to return home and contribute to quantum computing in my community.",True,False
STU_004166,canada,16,high_school,bachelors,languages,General High School,68.2,88.2,91.7,61.7,"[{""test_type"": ""hsk"", ""score"": 20, ""valid_until"": ""2026-07-01""}]",provincial,"[""physics""]",1,1,0,private_a,middle,False,academic,True,"[""malaysia""]","Growing up in canada, I witnessed firsthand the challenges in cybersecurity and want to address them.",Won debate competition at the city level.. Led a team of 14 in a astronomy project.. Led a team of 11 in a mathematics project..,My long-term goal is to become a leader in physics and drive innovation in Europe.,True,False
STU_004167,nigeria,17,high_school,bachelors,vocational,General High School,73.5,60.3,45.9,62.6,"[{""test_type"": ""toefl"", ""score"": 77.4, ""valid_until"": ""2026-06-01""}]",school,"[""informatics"", ""physics""]",1,1,0,excellence,low,False,ngo_npo,True,"[""usa""]","As a dedicated student of vocational, I have been actively involved in research.",Won science competition at the city level.. Volunteered 99 hours for community service..,"After completing my studies, I plan to return home and contribute to cybersecurity in my community.",True,False
STU_004168,china,17,high_school,bachelors,social_studies,Shanghai High School,82.7,54.1,85.2,71.0,"[{""test_type"": ""ielts"", ""score"": 7.7, ""valid_until"": ""2026-08-01""}]",provincial,"[""biology"", ""informatics""]",3,6,2,accredited_b,low,True,public_service,False,"[""philippines""]",My journey in computer_science began during high school where I discovered my love for climate change mitigation.,Led a team of 13 in a english_language project.. Led a team of 7 in a biology project..,"After completing my studies, I plan to return home and contribute to climate change mitigation in my community.",True,False
STU_004169,china,17,high_school,bachelors,science,Beijing No.4 High School,68.2,96.0,71.2,85.4,"[{""test_type"": ""jlpt"", ""score"": 20, ""valid_until"": ""2026-03-01""}]",none,[],1,2,1,accredited_b,very_low,False,public_service,True,"[""thailand"", ""china""]","As a dedicated student of science, I have been actively involved in innovation.",Served as vice president in student council.. Served as president in student council.. Won debate competition at the national level..,My long-term goal is to become a leader in computer_science and drive innovation in North_america.,True,False
STU_004170,china,17,high_school,bachelors,social_studies,Shanghai High School,95.9,82.6,78.9,91.4,"[{""test_type"": ""toefl"", ""score"": 41.3, ""valid_until"": ""2026-11-01""}]",none,[],2,2,2,accredited_c,low,False,entrepreneurship,True,"[""vietnam"", ""morocco"", ""france""]",My journey in education began during high school where I discovered my love for renewable energy systems.,Served as president in student council.. Won science competition at the city level.. Volunteered 67 hours for community service..,I aspire to establish a program focused on renewable energy systems that benefits underrepresented communities.,True,False
STU_004171,france,16,high_school,bachelors,science,General High School,91.3,85.5,98.0,86.3,[],none,[],1,7,0,accredited_b,low,False,government,True,"[""kenya"", ""new_zealand""]","Growing up in france, I witnessed firsthand the challenges in financial technology and want to address them.",Achieved city level in astronomy olympiad.. Led a team of 6 in a physics project..,"After completing my studies, I plan to return home and contribute to financial technology in my community.",False,False
STU_004172,new_zealand,17,high_school,bachelors,social_studies,General High School,96.8,82.4,95.8,57.4,[],none,[],2,7,3,private_a,upper_middle,False,public_service,True,"[""china"", ""brazil""]","Growing up in new_zealand, I witnessed firsthand the challenges in renewable energy systems and want to address them.",Led a team of 10 in a astronomy project.. Won debate competition at the city level.. Achieved provincial level in linguistics olympiad..,I aspire to establish a program focused on renewable energy systems that benefits underrepresented communities.,False,True
STU_004173,singapore,17,high_school,bachelors,religion,Hwa Chong Institution,87.4,76.1,88.0,91.3,"[{""test_type"": ""toefl"", ""score"": 43.7, ""valid_until"": ""2026-11-01""}]",provincial,"[""business_studies""]",3,4,0,private_a,middle,False,entrepreneurship,True,"[""uk"", ""south_korea"", ""singapore""]","Growing up in singapore, I witnessed firsthand the challenges in genomic research and want to address them.",Won science competition at the provincial level..,I want to bridge the gap between economics and genomic research through research and practice.,True,False
STU_004174,china,17,high_school,bachelors,social_studies,Shanghai High School,68.7,81.4,68.7,60.5,[],city,"[""linguistics""]",2,3,3,public_a,middle,True,ngo_npo,True,"[""netherlands""]",My journey in engineering began during high school where I discovered my love for public health policy.,Led a team of 5 in a biology project..,I want to bridge the gap between engineering and public health policy through research and practice.,True,False
STU_004175,china,16,high_school,bachelors,religion,Beijing No.4 High School,87.1,81.9,85.3,67.6,"[{""test_type"": ""toefl"", ""score"": 80.6, ""valid_until"": ""2026-02-01""}]",none,[],0,3,2,accredited_b,middle,True,government,True,"[""malaysia"", ""singapore""]","Growing up in china, I witnessed firsthand the challenges in climate change mitigation and want to address them.",Volunteered 37 hours for community service..,"After completing my studies, I plan to return home and contribute to climate change mitigation in my community.",True,False
STU_004176,new_zealand,16,high_school,bachelors,religion,General High School,71.9,58.6,52.1,76.0,"[{""test_type"": ""toefl"", ""score"": 45.7, ""valid_until"": ""2026-05-01""}]",school,"[""mathematics""]",2,2,1,public_a,middle,False,public_service,True,"[""germany"", ""thailand"", ""south_korea""]","Growing up in new_zealand, I witnessed firsthand the challenges in genomic research and want to address them.",Served as president in student council.. Achieved school level in english_language olympiad.. Led a team of 9 in a computer_science project..,I want to bridge the gap between law and genomic research through research and practice.,True,False
STU_004177,france,17,high_school,bachelors,science,General High School,95.9,78.5,61.9,77.5,"[{""test_type"": ""hsk"", ""score"": 60, ""valid_until"": ""2026-05-01""}]",school,"[""informatics"", ""computer_science""]",3,3,1,public_a,high,False,government,True,"[""kenya""]",My journey in social_sciences began during high school where I discovered my love for climate change mitigation.,Volunteered 80 hours for community service.. Achieved school level in informatics olympiad.. Led a team of 8 in a chemistry project..,My long-term goal is to become a leader in social_sciences and drive innovation in Europe.,True,False
STU_004178,chile,17,high_school,bachelors,science,General High School,76.0,64.5,97.5,64.3,"[{""test_type"": ""toefl"", ""score"": 117.6, ""valid_until"": ""2026-09-01""}]",school,"[""informatics"", ""english_language""]",2,5,0,unknown,middle,True,public_service,True,"[""morocco"", ""nigeria""]",I am passionate about law and aspire to make a significant contribution to genomic research.,Achieved city level in mathematics olympiad.. Won debate competition at the city level.. Served as vice president in student council..,My long-term goal is to become a leader in law and drive innovation in Asia.,True,False
STU_004179,germany,16,high_school,bachelors,languages,General High School,88.4,56.0,61.1,83.8,"[{""test_type"": ""topik"", ""score"": 250, ""valid_until"": ""2026-03-01""}]",none,[],2,2,0,accredited_c,low,True,academic,True,"[""nigeria"", ""switzerland""]","Growing up in germany, I witnessed firsthand the challenges in financial technology and want to address them.",Led a team of 8 in a astronomy project.. Volunteered 119 hours for community service.. Served as president in student council..,I want to bridge the gap between chemistry and financial technology through research and practice.,False,False
STU_004180,india,16,high_school,bachelors,religion,Delhi Public School,68.1,59.8,54.8,65.0,"[{""test_type"": ""toefl"", ""score"": 105.1, ""valid_until"": ""2026-09-01""}]",none,[],1,4,1,accredited_c,upper_middle,False,academic,True,"[""sweden"", ""morocco""]",I am passionate about medicine and aspire to make a significant contribution to public health policy.,Achieved provincial level in economics olympiad..,I want to bridge the gap between medicine and public health policy through research and practice.,True,False
STU_004181,sweden,17,high_school,bachelors,science,General High School,76.6,54.9,78.9,81.4,[],none,[],0,1,1,accredited_c,middle,True,industry,False,"[""indonesia"", ""sweden""]","Growing up in sweden, I witnessed firsthand the challenges in education reform and want to address them.",Served as secretary in student council..,I aspire to establish a program focused on education reform that benefits underrepresented communities.,False,False
STU_004182,chile,17,high_school,bachelors,languages,General High School,88.8,68.9,42.9,98.4,"[{""test_type"": ""toefl"", ""score"": 61.7, ""valid_until"": ""2026-05-01""}]",school,"[""linguistics""]",3,7,0,private_a,low,True,academic,True,"[""singapore""]","As a dedicated student of languages, I have been actively involved in community service.",Won math competition at the provincial level..,My long-term goal is to become a leader in agriculture and drive innovation in North_america.,False,True
STU_004183,chile,17,high_school,bachelors,social_studies,General High School,77.8,70.5,42.6,94.1,"[{""test_type"": ""toefl"", ""score"": 69.9, ""valid_until"": ""2026-09-01""}]",none,[],5,5,2,unknown,low,False,academic,False,"[""argentina"", ""france""]",I am passionate about engineering and aspire to make a significant contribution to education reform.,Served as president in student council.. Won math competition at the national level..,My long-term goal is to become a leader in engineering and drive innovation in North_america.,False,False
STU_004184,uk,16,high_school,bachelors,religion,General High School,62.7,67.5,76.0,57.1,"[{""test_type"": ""ielts"", ""score"": 5.1, ""valid_until"": ""2026-04-01""}]",none,[],5,6,0,public_a,middle,False,ngo_npo,True,"[""kenya"", ""nigeria""]",My journey in business began during high school where I discovered my love for public health policy.,Achieved city level in chemistry olympiad..,"After completing my studies, I plan to return home and contribute to public health policy in my community.",False,True
STU_004185,indonesia,17,high_school,bachelors,religion,SMAN 3 Surabaya,71.0,68.9,98.3,89.4,[],none,[],1,7,1,accredited_c,low,False,ngo_npo,True,"[""singapore"", ""canada""]","As a dedicated student of religion, I have been actively involved in innovation.",Won debate competition at the school level.. Served as president in student council.. Volunteered 79 hours for community service..,"After completing my studies, I plan to return home and contribute to genomic research in my community.",True,False
STU_004186,uk,17,high_school,bachelors,languages,General High School,65.6,68.3,67.3,97.8,"[{""test_type"": ""toefl"", ""score"": 59.3, ""valid_until"": ""2026-02-01""}]",none,[],1,1,1,public_a,middle,True,industry,True,"[""philippines"", ""south_korea"", ""singapore""]",I am passionate about social_sciences and aspire to make a significant contribution to climate change mitigation.,Achieved school level in history olympiad..,I aspire to establish a program focused on climate change mitigation that benefits underrepresented communities.,True,False
STU_004187,kenya,17,high_school,bachelors,social_studies,General High School,84.7,78.6,65.0,83.2,"[{""test_type"": ""ielts"", ""score"": 5.2, ""valid_until"": ""2026-05-01""}]",none,[],4,2,2,accredited_b,middle,False,entrepreneurship,True,"[""sweden""]","Growing up in kenya, I witnessed firsthand the challenges in genomic research and want to address them.",Won science competition at the national level.. Served as secretary in student council.. Achieved provincial level in business_studies olympiad..,I aspire to establish a program focused on genomic research that benefits underrepresented communities.,True,False
STU_004188,argentina,17,high_school,bachelors,science,General High School,77.1,54.1,73.7,69.1,"[{""test_type"": ""toefl"", ""score"": 78.3, ""valid_until"": ""2026-05-01""}]",none,[],3,2,1,public_a,low,False,industry,False,"[""india""]","As a dedicated student of science, I have been actively involved in community service.",Achieved school level in mathematics olympiad.. Achieved provincial level in astronomy olympiad.. Led a team of 3 in a history project..,My long-term goal is to become a leader in arts_humanities and drive innovation in Europe.,False,True
