scholarship_id,name,eligible_nationalities,min_age,max_age,eligible_degree_levels,eligible_high_school_tracks,eligible_fields,preferred_school_tier,min_report_card_average,min_major_subject_average,language_requirements,requires_financial_need,max_family_income_category,host_country,host_region,selection_criteria,career_track_preference,requires_return_home_country,mission_statement,target_recipient_profile,funding_covers_tuition,funding_covers_living,funding_covers_airfare,funding_covers_insurance,funding_monthly_stipend,funding_is_full_funding,funding_coverage_count
SCH_000089,Australia Arts Humanities Scholarship,"[""australia"", ""new_zealand""]",16,21,"[""high_school"", ""bachelors""]","[""science""]","[""arts_humanities"", ""engineering"", ""law"", ""education""]",excellence,76.1,52.7,"[{""test_type"": ""ielts"", ""min_score"": 6.9, ""is_mandatory"": true}]",False,very_low,australia,oceania,"{""academic"": 0.2676, ""leadership"": 0.1127, ""olympiad"": 0.2606, ""extracurricular"": 0.1761, ""essay"": 0.1831}",,False,Our mission is to empower talented individuals from Oceania pursuing excellence in arts_humanities.,We value students who show leadership potential and dedication to machine learning.,True,True,False,True,960.65,True,3
SCH_000090,South Africa Chemistry Scholarship,"[""switzerland"", ""sweden""]",16,19,"[""high_school"", ""bachelors""]","[""religion"", ""social_studies""]","[""chemistry"", ""social_sciences"", ""medicine"", ""engineering""]",private_a,57.2,73.7,"[{""test_type"": ""hsk"", ""min_score"": 60, ""is_mandatory"": true}]",True,middle,south_africa,africa,"{""academic"": 0.3171, ""leadership"": 0.1626, ""olympiad"": 0.1301, ""extracurricular"": 0.2195, ""essay"": 0.1707}",public_service,False,Our mission is to empower talented individuals from Africa pursuing excellence in chemistry.,Ideal candidates demonstrate excellence in chemistry and commitment to technological advancement.,True,True,True,False,1558.99,True,3
SCH_000091,South Africa Chemistry Scholarship,"[""china"", ""thailand"", ""australia"", ""malaysia""]",16,20,"[""high_school""]","[""religion"", ""social_studies""]","[""chemistry""]",accredited_b,73.2,60.7,"[{""test_type"": ""topik"", ""min_score"": 200, ""is_mandatory"": true}]",False,very_low,south_africa,africa,"{""academic"": 0.3406, ""leadership"": 0.0507, ""olympiad"": 0.1884, ""extracurricular"": 0.2174, ""essay"": 0.2029}",academic,True,We seek to support outstanding students in chemistry who demonstrate commitment to knowledge advancement.,We are looking for candidates with strong academic records and proven leadership experience.,False,True,True,False,869.06,False,2
SCH_000092,Chile Education Scholarship,"[""kenya"", ""netherlands"", ""vietnam"", ""france""]",16,20,"[""high_school"", ""bachelors""]","[""social_studies""]","[""education"", ""chemistry"", ""agriculture"", ""computer_science""]",excellence,82.3,67.5,"[{""test_type"": ""topik"", ""min_score"": 150, ""is_mandatory"": true}]",False,middle,chile,south_america,"{""academic"": 0.3826, ""leadership"": 0.0957, ""olympiad"": 0.2696, ""extracurricular"": 0.1478, ""essay"": 0.1043}",ngo_npo,True,Our mission is to empower talented individuals from South_america pursuing excellence in education.,We value students who show leadership potential and dedication to education reform.,True,True,False,False,1213.54,True,2
SCH_000093,Egypt Social Sciences Scholarship,"[""new_zealand"", ""malaysia""]",16,21,"[""high_school"", ""bachelors""]","[""religion""]","[""social_sciences"", ""engineering""]",private_a,76.6,57.1,"[{""test_type"": ""topik"", ""min_score"": 150, ""is_mandatory"": true}]",False,upper_middle,egypt,africa,"{""academic"": 0.2393, ""leadership"": 0.2137, ""olympiad"": 0.3248, ""extracurricular"": 0.1197, ""essay"": 0.1026}",,False,This scholarship aims to nurture future leaders in social_sciences with a passion for machine learning.,Ideal candidates demonstrate excellence in social_sciences and commitment to technological advancement.,True,True,True,True,1163.28,True,4
SCH_000094,France Law Scholarship,"[""brazil"", ""japan"", ""kenya"", ""nigeria"", ""malaysia"", ""switzerland"", ""morocco""]",16,20,"[""high_school"", ""bachelors""]","[""science"", ""languages""]","[""law""]",private_a,64.8,61.7,"[{""test_type"": ""ielts"", ""min_score"": 7.7, ""is_mandatory"": false}]",True,low,france,europe,"{""academic"": 0.3427, ""leadership"": 0.0629, ""olympiad"": 0.2657, ""extracurricular"": 0.1329, ""essay"": 0.1958}",,False,This scholarship aims to nurture future leaders in law with a passion for education reform.,We are looking for candidates with strong academic records and proven leadership experience.,True,False,True,False,1490.6,False,2
SCH_000095,Argentina Chemistry Scholarship,"[""south_korea"", ""new_zealand"", ""vietnam""]",16,20,"[""high_school""]","[""vocational""]","[""chemistry"", ""agriculture"", ""computer_science"", ""law""]",accredited_b,63.6,64.5,"[{""test_type"": ""toefl"", ""min_score"": 106.6, ""is_mandatory"": true}]",True,middle,argentina,south_america,"{""academic"": 0.379, ""leadership"": 0.2097, ""olympiad"": 0.129, ""extracurricular"": 0.2258, ""essay"": 0.0565}",public_service,False,We seek to support outstanding students in chemistry who demonstrate commitment to innovation.,We are looking for candidates with strong academic records and proven leadership experience.,True,True,True,False,248.61,True,3
SCH_000096,Morocco Arts Humanities Scholarship,"[""south_africa"", ""uk"", ""netherlands"", ""brazil"", ""japan""]",17,21,"[""high_school"", ""bachelors""]","[""science""]","[""arts_humanities""]",public_a,67.1,55.4,"[{""test_type"": ""topik"", ""min_score"": 150, ""is_mandatory"": true}]",False,upper_middle,morocco,africa,"{""academic"": 0.3684, ""leadership"": 0.1667, ""olympiad"": 0.3421, ""extracurricular"": 0.0702, ""essay"": 0.0526}",entrepreneurship,True,Our mission is to empower talented individuals from Africa pursuing excellence in arts_humanities.,Ideal candidates demonstrate excellence in arts_humanities and commitment to technological advancement.,False,False,True,True,1467.66,False,2
SCH_000097,Indonesia Mathematics Scholarship,"[""brazil"", ""switzerland"", ""new_zealand"", ""germany""]",15,20,"[""high_school"", ""bachelors""]","[""languages"", ""social_studies""]","[""mathematics"", ""biology"", ""medicine"", ""physics""]",public_a,66.3,73.1,"[{""test_type"": ""delf"", ""min_score"": 60, ""is_mandatory"": true}]",False,upper_middle,indonesia,asia,"{""academic"": 0.3488, ""leadership"": 0.1008, ""olympiad"": 0.2558, ""extracurricular"": 0.186, ""essay"": 0.1085}",public_service,True,We seek to support outstanding students in mathematics who demonstrate commitment to knowledge advancement.,We are looking for candidates with strong academic records and proven research experience.,True,False,True,False,1832.1,False,2
SCH_000098,Indonesia Education Scholarship,"[""china"", ""singapore"", ""new_zealand"", ""chile"", ""germany"", ""brazil""]",16,21,"[""high_school""]","[""languages"", ""social_studies""]","[""education"", ""economics"", ""physics"", ""medicine""]",private_a,69.8,53.2,"[{""test_type"": ""toefl"", ""min_score"": 90.5, ""is_mandatory"": true}]",False,upper_middle,indonesia,asia,"{""academic"": 0.3554, ""leadership"": 0.0826, ""olympiad"": 0.2893, ""extracurricular"": 0.2066, ""essay"": 0.0661}",,False,Our mission is to empower talented individuals from Asia pursuing excellence in education.,We are looking for candidates with strong academic records and proven leadership experience.,True,True,True,True,1419.49,True,4
SCH_000099,South Korea Biology Scholarship,"[""indonesia"", ""philippines"", ""china"", ""morocco"", ""vietnam"", ""sweden""]",17,22,"[""high_school"", ""bachelors""]","[""languages""]","[""biology"", ""education"", ""agriculture""]",public_a,79.7,76.3,"[{""test_type"": ""toefl"", ""min_score"": 99.8, ""is_mandatory"": true}]",False,middle,south_korea,asia,"{""academic"": 0.3276, ""leadership"": 0.1207, ""olympiad"": 0.2155, ""extracurricular"": 0.1552, ""essay"": 0.181}",entrepreneurship,False,Our mission is to empower talented individuals from Asia pursuing excellence in biology.,We value students who show leadership potential and dedication to cybersecurity.,True,False,False,True,1556.22,False,2
SCH_000100,South Africa Engineering Scholarship,"[""uk"", ""egypt"", ""germany"", ""philippines""]",17,22,"[""high_school"", ""bachelors""]","[""science""]","[""engineering"", ""social_sciences""]",public_a,64.6,66.2,"[{""test_type"": ""delf"", ""min_score"": 60, ""is_mandatory"": true}]",False,middle,south_africa,africa,"{""academic"": 0.3125, ""leadership"": 0.0893, ""olympiad"": 0.2946, ""extracurricular"": 0.1696, ""essay"": 0.1339}",academic,True,Our mission is to empower talented individuals from Africa pursuing excellence in engineering.,We are looking for candidates with strong academic records and proven leadership experience.,False,True,False,True,474.34,False,2
SCH_000101,Philippines Physics Scholarship,"[""nigeria"", ""malaysia"", ""china""]",15,18,"[""high_school"", ""bachelors""]","[""science"", ""religion""]","[""physics"", ""arts_humanities"", ""computer_science"", ""education""]",public_a,57.9,67.1,"[{""test_type"": ""toefl"", ""min_score"": 81.7, ""is_mandatory"": false}]",False,upper_middle,philippines,asia,"{""academic"": 0.2615, ""leadership"": 0.1692, ""olympiad"": 0.2154, ""extracurricular"": 0.1692, ""essay"": 0.1846}",,False,Our mission is to empower talented individuals from Asia pursuing excellence in physics.,We value students who show leadership potential and dedication to cybersecurity.,True,True,False,False,547.48,True,2
SCH_000102,Egypt Mathematics Scholarship,"[""vietnam"", ""uk"", ""france""]",16,20,"[""high_school""]","[""religion""]","[""mathematics""]",excellence,83.7,68.3,"[{""test_type"": ""ielts"", ""min_score"": 7.7, ""is_mandatory"": true}]",False,middle,egypt,africa,"{""academic"": 0.4259, ""leadership"": 0.0463, ""olympiad"": 0.1759, ""extracurricular"": 0.1481, ""essay"": 0.2037}",public_service,False,Our mission is to empower talented individuals from Africa pursuing excellence in mathematics.,We are looking for candidates with strong academic records and proven leadership experience.,True,True,True,True,1279.06,True,4
SCH_000103,Usa Engineering Scholarship,"[""japan"", ""indonesia"", ""vietnam""]",15,20,"[""high_school"", ""bachelors""]","[""science""]","[""engineering""]",excellence,72.4,71.6,"[{""test_type"": ""ielts"", ""min_score"": 7.0, ""is_mandatory"": true}]",False,upper_middle,usa,north_america,"{""academic"": 0.2941, ""leadership"": 0.1429, ""olympiad"": 0.0924, ""extracurricular"": 0.2353, ""essay"": 0.2353}",government,False,Our mission is to empower talented individuals from North_america pursuing excellence in engineering.,We are looking for candidates with strong academic records and proven leadership experience.,True,True,False,True,1603.09,True,3
SCH_000104,New Zealand Agriculture Scholarship,"[""germany"", ""nigeria"", ""australia"", ""thailand""]",16,20,"[""high_school""]","[""social_studies""]","[""agriculture"", ""economics""]",public_a,59.6,67.2,"[{""test_type"": ""ielts"", ""min_score"": 7.9, ""is_mandatory"": true}]",False,very_low,new_zealand,oceania,"{""academic"": 0.319, ""leadership"": 0.2328, ""olympiad"": 0.2069, ""extracurricular"": 0.0603, ""essay"": 0.181}",entrepreneurship,False,We seek to support outstanding students in agriculture who demonstrate commitment to knowledge advancement.,We value students who show leadership potential and dedication to renewable energy systems.,True,False,True,False,945.35,False,2
SCH_000105,Australia Business Scholarship,"[""china"", ""egypt"", ""canada""]",17,22,"[""high_school""]","[""vocational"", ""science""]","[""business"", ""law""]",public_a,69.9,58.8,"[{""test_type"": ""delf"", ""min_score"": 40, ""is_mandatory"": true}]",False,upper_middle,australia,oceania,"{""academic"": 0.2182, ""leadership"": 0.0545, ""olympiad"": 0.3636, ""extracurricular"": 0.1909, ""essay"": 0.1727}",entrepreneurship,False,This scholarship aims to nurture future leaders in business with a passion for machine learning.,Ideal candidates demonstrate excellence in business and commitment to community service.,True,False,False,True,43.88,False,2
SCH_000106,Morocco Engineering Scholarship,"[""south_korea"", ""indonesia"", ""usa""]",15,18,"[""high_school"", ""bachelors""]","[""social_studies""]","[""engineering""]",private_a,73.3,56.8,"[{""test_type"": ""toefl"", ""min_score"": 83.9, ""is_mandatory"": false}]",True,middle,morocco,africa,"{""academic"": 0.3421, ""leadership"": 0.2018, ""olympiad"": 0.1228, ""extracurricular"": 0.1316, ""essay"": 0.2018}",,False,We seek to support outstanding students in engineering who demonstrate commitment to societal impact.,We are looking for candidates with strong academic records and proven research experience.,True,False,False,False,43.7,False,1
SCH_000107,New Zealand Computer Science Scholarship,"[""usa"", ""nigeria"", ""india"", ""netherlands"", ""egypt"", ""indonesia"", ""china""]",16,20,"[""high_school""]","[""languages""]","[""computer_science"", ""medicine""]",public_a,68.4,61.7,[],False,very_low,new_zealand,oceania,"{""academic"": 0.3571, ""leadership"": 0.0816, ""olympiad"": 0.3469, ""extracurricular"": 0.0816, ""essay"": 0.1327}",,False,Our mission is to empower talented individuals from Oceania pursuing excellence in computer_science.,Ideal candidates demonstrate excellence in computer_science and commitment to community service.,True,True,True,True,65.53,True,4
SCH_000108,Usa Chemistry Scholarship,"[""switzerland"", ""canada"", ""indonesia"", ""argentina"", ""netherlands"", ""new_zealand""]",15,18,"[""high_school""]","[""religion"", ""science""]","[""chemistry"", ""biology""]",accredited_b,71.2,57.6,[],False,middle,usa,north_america,"{""academic"": 0.1935, ""leadership"": 0.121, ""olympiad"": 0.3145, ""extracurricular"": 0.2339, ""essay"": 0.1371}",ngo_npo,False,We seek to support outstanding students in chemistry who demonstrate commitment to innovation.,We value students who show leadership potential and dedication to machine learning.,False,True,True,True,1762.82,False,3
SCH_000109,Usa Computer Science Scholarship,"[""new_zealand"", ""uk"", ""malaysia"", ""nigeria"", ""switzerland""]",16,20,"[""high_school""]","[""vocational"", ""languages""]","[""computer_science"", ""arts_humanities""]",private_a,68.8,68.5,"[{""test_type"": ""jlpt"", ""min_score"": 40, ""is_mandatory"": true}]",False,upper_middle,usa,north_america,"{""academic"": 0.3469, ""leadership"": 0.1531, ""olympiad"": 0.102, ""extracurricular"": 0.1429, ""essay"": 0.2551}",industry,True,Our mission is to empower talented individuals from North_america pursuing excellence in computer_science.,We value students who show leadership potential and dedication to climate change mitigation.,False,True,True,True,946.21,False,3
SCH_000110,South Korea Engineering Scholarship,"[""nigeria"", ""japan"", ""canada"", ""malaysia"", ""china"", ""south_africa""]",16,21,"[""high_school""]","[""vocational"", ""religion""]","[""engineering""]",excellence,78.9,53.5,"[{""test_type"": ""topik"", ""min_score"": 200, ""is_mandatory"": false}]",False,upper_middle,south_korea,asia,"{""academic"": 0.3465, ""leadership"": 0.063, ""olympiad"": 0.2992, ""extracurricular"": 0.126, ""essay"": 0.1654}",,True,We seek to support outstanding students in engineering who demonstrate commitment to societal impact.,Ideal candidates demonstrate excellence in engineering and commitment to community service.,True,True,False,True,1058.51,True,3
SCH_000111,Brazil Mathematics Scholarship,"[""indonesia"", ""singapore"", ""brazil"", ""argentina"", ""morocco"", ""japan""]",16,19,"[""high_school""]","[""science""]","[""mathematics""]",accredited_b,62.9,78.5,"[{""test_type"": ""hsk"", ""min_score"": 80, ""is_mandatory"": false}]",False,middle,brazil,south_america,"{""academic"": 0.2727, ""leadership"": 0.3636, ""olympiad"": 0.1429, ""extracurricular"": 0.0779, ""essay"": 0.1429}",public_service,False,Our mission is to empower talented individuals from South_america pursuing excellence in mathematics.,Ideal candidates demonstrate excellence in mathematics and commitment to technological advancement.,True,False,False,True,914.95,False,2
SCH_000112,Uk Agriculture Scholarship,"[""switzerland"", ""chile"", ""australia"", ""vietnam"", ""thailand"", ""philippines""]",15,18,"[""high_school""]","[""languages"", ""social_studies""]","[""agriculture"", ""physics"", ""mathematics""]",accredited_b,65.4,77.1,[],False,upper_middle,uk,europe,"{""academic"": 0.3071, ""leadership"": 0.2126, ""olympiad"": 0.2126, ""extracurricular"": 0.0709, ""essay"": 0.1969}",,False,This scholarship aims to nurture future leaders in agriculture with a passion for education reform.,We value students who show leadership potential and dedication to education reform.,True,True,True,False,594.87,True,3
SCH_000113,Canada Arts Humanities Scholarship,"[""india"", ""canada""]",16,21,"[""high_school""]","[""languages"", ""vocational""]","[""arts_humanities"", ""chemistry"", ""medicine""]",public_a,79.3,68.3,"[{""test_type"": ""jlpt"", ""min_score"": 40, ""is_mandatory"": false}]",False,upper_middle,canada,north_america,"{""academic"": 0.3217, ""leadership"": 0.1608, ""olympiad"": 0.2517, ""extracurricular"": 0.1189, ""essay"": 0.1469}",public_service,False,We seek to support outstanding students in arts_humanities who demonstrate commitment to knowledge advancement.,We value students who show leadership potential and dedication to sustainable agriculture.,False,True,False,False,1654.88,False,1
SCH_000114,Usa Social Sciences Scholarship,"[""chile"", ""canada"", ""japan""]",17,20,"[""high_school""]","[""religion""]","[""social_sciences"", ""business"", ""biology""]",public_a,84.8,76.7,"[{""test_type"": ""ielts"", ""min_score"": 6.4, ""is_mandatory"": true}]",False,very_low,usa,north_america,"{""academic"": 0.2736, ""leadership"": 0.1509, ""olympiad"": 0.2453, ""extracurricular"": 0.1038, ""essay"": 0.2264}",public_service,False,This scholarship aims to nurture future leaders in social_sciences with a passion for artificial intelligence.,We are looking for candidates with strong academic records and proven research experience.,False,True,True,False,331.02,False,2
SCH_000115,New Zealand Medicine Scholarship,"[""thailand"", ""brazil"", ""south_africa""]",17,20,"[""high_school"", ""bachelors""]","[""religion"", ""vocational""]","[""medicine"", ""education""]",private_a,67.7,63.4,"[{""test_type"": ""ielts"", ""min_score"": 6.8, ""is_mandatory"": true}]",False,very_low,new_zealand,oceania,"{""academic"": 0.265, ""leadership"": 0.1624, ""olympiad"": 0.1966, ""extracurricular"": 0.1368, ""essay"": 0.2393}",,False,This scholarship aims to nurture future leaders in medicine with a passion for artificial intelligence.,We are looking for candidates with strong academic records and proven leadership experience.,True,False,True,False,1098.51,False,2
SCH_000116,South Korea Economics Scholarship,"[""philippines"", ""kenya"", ""usa"", ""uk""]",17,21,"[""high_school"", ""bachelors""]","[""science""]","[""economics"", ""mathematics""]",accredited_b,58.9,62.8,"[{""test_type"": ""toefl"", ""min_score"": 82.0, ""is_mandatory"": false}]",False,low,south_korea,asia,"{""academic"": 0.193, ""leadership"": 0.0877, ""olympiad"": 0.307, ""extracurricular"": 0.2544, ""essay"": 0.1579}",,False,This scholarship aims to nurture future leaders in economics with a passion for cybersecurity.,Ideal candidates demonstrate excellence in economics and commitment to technological advancement.,False,True,True,True,1686.63,False,3
SCH_000117,Brazil Social Sciences Scholarship,"[""germany"", ""nigeria"", ""argentina"", ""canada"", ""singapore"", ""chile"", ""netherlands""]",16,21,"[""high_school"", ""bachelors""]","[""science""]","[""social_sciences""]",public_a,64.7,50.4,"[{""test_type"": ""jlpt"", ""min_score"": 60, ""is_mandatory"": true}]",False,low,brazil,south_america,"{""academic"": 0.4318, ""leadership"": 0.2614, ""olympiad"": 0.1932, ""extracurricular"": 0.0568, ""essay"": 0.0568}",,False,We seek to support outstanding students in social_sciences who demonstrate commitment to knowledge advancement.,We are looking for candidates with strong academic records and proven leadership experience.,True,True,True,True,226.93,True,4
SCH_000118,France Biology Scholarship,"[""kenya"", ""netherlands"", ""switzerland"", ""egypt"", ""vietnam"", ""sweden"", ""malaysia""]",17,22,"[""high_school""]","[""religion""]","[""biology"", ""computer_science""]",public_a,76.7,61.5,[],False,low,france,europe,"{""academic"": 0.3833, ""leadership"": 0.0917, ""olympiad"": 0.3, ""extracurricular"": 0.175, ""essay"": 0.05}",academic,False,We seek to support outstanding students in biology who demonstrate commitment to innovation.,Ideal candidates demonstrate excellence in biology and commitment to technological advancement.,True,True,True,False,214.79,True,3
SCH_000119,Canada Education Scholarship,"[""south_africa"", ""indonesia"", ""argentina"", ""thailand"", ""chile""]",15,19,"[""high_school"", ""bachelors""]","[""social_studies""]","[""education"", ""arts_humanities"", ""law"", ""economics""]",public_a,78.3,54.6,[],False,upper_middle,canada,north_america,"{""academic"": 0.3769, ""leadership"": 0.1692, ""olympiad"": 0.1846, ""extracurricular"": 0.1692, ""essay"": 0.1}",,False,We seek to support outstanding students in education who demonstrate commitment to innovation.,Ideal candidates demonstrate excellence in education and commitment to community service.,True,True,True,False,1494.31,True,3
SCH_000120,South Africa Law Scholarship,"[""china"", ""south_korea"", ""new_zealand"", ""egypt"", ""switzerland"", ""kenya"", ""nigeria""]",17,22,"[""high_school""]","[""religion"", ""languages""]","[""law"", ""engineering"", ""business""]",private_a,83.5,53.4,[],True,middle,south_africa,africa,"{""academic"": 0.3413, ""leadership"": 0.0714, ""olympiad"": 0.2619, ""extracurricular"": 0.1508, ""essay"": 0.1746}",industry,False,This scholarship aims to nurture future leaders in law with a passion for human-computer interaction.,We value students who show leadership potential and dedication to human-computer interaction.,False,True,True,True,1153.08,False,3
SCH_000121,Sweden Business Scholarship,"[""india"", ""china"", ""netherlands"", ""france"", ""malaysia"", ""kenya"", ""germany""]",17,21,"[""high_school"", ""bachelors""]","[""social_studies"", ""languages""]","[""business"", ""law""]",private_a,66.1,54.9,"[{""test_type"": ""toefl"", ""min_score"": 89.2, ""is_mandatory"": false}]",False,very_low,sweden,europe,"{""academic"": 0.3739, ""leadership"": 0.1565, ""olympiad"": 0.2087, ""extracurricular"": 0.1913, ""essay"": 0.0696}",industry,False,This scholarship aims to nurture future leaders in business with a passion for cybersecurity.,We are looking for candidates with strong academic records and proven leadership experience.,True,True,False,True,1648.44,True,3
SCH_000122,Usa Education Scholarship,"[""new_zealand"", ""brazil"", ""germany"", ""thailand"", ""switzerland""]",17,21,"[""high_school"", ""bachelors""]","[""vocational""]","[""education""]",excellence,80.1,58.8,"[{""test_type"": ""delf"", ""min_score"": 40, ""is_mandatory"": false}]",True,upper_middle,usa,north_america,"{""academic"": 0.2574, ""leadership"": 0.2772, ""olympiad"": 0.1188, ""extracurricular"": 0.1287, ""essay"": 0.2178}",,False,This scholarship aims to nurture future leaders in education with a passion for education reform.,We are looking for candidates with strong academic records and proven leadership experience.,True,False,False,False,1483.28,False,1
SCH_000123,Brazil Medicine Scholarship,"[""thailand"", ""philippines"", ""morocco"", ""egypt"", ""malaysia""]",16,19,"[""high_school""]","[""social_studies"", ""science""]","[""medicine"", ""education"", ""law"", ""arts_humanities""]",accredited_b,65.6,65.8,"[{""test_type"": ""toefl"", ""min_score"": 86.4, ""is_mandatory"": true}]",False,middle,brazil,south_america,"{""academic"": 0.2979, ""leadership"": 0.2553, ""olympiad"": 0.1702, ""extracurricular"": 0.2128, ""essay"": 0.0638}",industry,False,Our mission is to empower talented individuals from South_america pursuing excellence in medicine.,Ideal candidates demonstrate excellence in medicine and commitment to technological advancement.,True,False,True,False,583.57,False,2
SCH_000124,Thailand Biology Scholarship,"[""chile"", ""brazil""]",17,22,"[""high_school""]","[""vocational"", ""religion""]","[""biology"", ""social_sciences""]",public_a,78.5,77.1,"[{""test_type"": ""toefl"", ""min_score"": 81.1, ""is_mandatory"": true}]",False,upper_middle,thailand,asia,"{""academic"": 0.4, ""leadership"": 0.1053, ""olympiad"": 0.1053, ""extracurricular"": 0.2526, ""essay"": 0.1368}",government,False,This scholarship aims to nurture future leaders in biology with a passion for renewable energy systems.,We are looking for candidates with strong academic records and proven leadership experience.,True,True,True,False,360.78,True,3
SCH_000125,New Zealand Computer Science Scholarship,"[""thailand"", ""france"", ""kenya"", ""morocco"", ""australia"", ""uk""]",15,19,"[""high_school"", ""bachelors""]","[""vocational""]","[""computer_science""]",public_a,67.3,75.3,"[{""test_type"": ""topik"", ""min_score"": 150, ""is_mandatory"": true}]",False,low,new_zealand,oceania,"{""academic"": 0.2626, ""leadership"": 0.2929, ""olympiad"": 0.1515, ""extracurricular"": 0.1313, ""essay"": 0.1616}",,False,Our mission is to empower talented individuals from Oceania pursuing excellence in computer_science.,Ideal candidates demonstrate excellence in computer_science and commitment to technological advancement.,True,True,False,False,728.06,True,2
SCH_000126,Argentina Economics Scholarship,"[""brazil"", ""germany"", ""chile""]",17,21,"[""high_school""]","[""vocational""]","[""economics""]",private_a,59.1,68.1,"[{""test_type"": ""hsk"", ""min_score"": 60, ""is_mandatory"": false}]",False,upper_middle,argentina,south_america,"{""academic"": 0.256, ""leadership"": 0.04, ""olympiad"": 0.296, ""extracurricular"": 0.184, ""essay"": 0.224}",,False,We seek to support outstanding students in economics who demonstrate commitment to knowledge advancement.,Ideal candidates demonstrate excellence in economics and commitment to technological advancement.,True,False,True,True,401.22,False,3
SCH_000127,New Zealand Arts Humanities Scholarship,"[""india"", ""indonesia"", ""kenya"", ""singapore"", ""south_korea"", ""germany"", ""philippines""]",17,22,"[""high_school"", ""bachelors""]","[""vocational"", ""science""]","[""arts_humanities""]",excellence,57.3,72.9,"[{""test_type"": ""hsk"", ""min_score"": 60, ""is_mandatory"": true}]",True,upper_middle,new_zealand,oceania,"{""academic"": 0.2136, ""leadership"": 0.0874, ""olympiad"": 0.3398, ""extracurricular"": 0.1748, ""essay"": 0.1845}",ngo_npo,False,This scholarship aims to nurture future leaders in arts_humanities with a passion for renewable energy systems.,We are looking for candidates with strong academic records and proven leadership experience.,False,False,True,False,334.39,False,1
SCH_000128,Germany Social Sciences Scholarship,"[""chile"", ""malaysia"", ""philippines""]",15,18,"[""high_school"", ""bachelors""]","[""languages"", ""science""]","[""social_sciences""]",public_a,66.1,70.0,[],False,upper_middle,germany,europe,"{""academic"": 0.3667, ""leadership"": 0.0917, ""olympiad"": 0.325, ""extracurricular"": 0.1417, ""essay"": 0.075}",,True,Our mission is to empower talented individuals from Europe pursuing excellence in social_sciences.,We are looking for candidates with strong academic records and proven leadership experience.,True,True,False,True,1555.18,True,3
SCH_000129,Canada Mathematics Scholarship,"[""thailand"", ""argentina"", ""morocco"", ""france"", ""switzerland""]",16,19,"[""high_school"", ""bachelors""]","[""science"", ""social_studies""]","[""mathematics"", ""economics""]",excellence,85.0,78.0,"[{""test_type"": ""hsk"", ""min_score"": 80, ""is_mandatory"": true}]",False,very_low,canada,north_america,"{""academic"": 0.3628, ""leadership"": 0.1062, ""olympiad"": 0.1858, ""extracurricular"": 0.0885, ""essay"": 0.2566}",public_service,False,Our mission is to empower talented individuals from North_america pursuing excellence in mathematics.,We are looking for candidates with strong academic records and proven research experience.,True,False,True,False,504.37,False,2
SCH_000130,Netherlands Computer Science Scholarship,"[""egypt"", ""vietnam"", ""australia""]",16,19,"[""high_school""]","[""religion"", ""languages""]","[""computer_science"", ""education"", ""chemistry"", ""engineering""]",accredited_b,73.2,69.2,"[{""test_type"": ""toefl"", ""min_score"": 109.5, ""is_mandatory"": true}]",True,middle,netherlands,europe,"{""academic"": 0.2157, ""leadership"": 0.1863, ""olympiad"": 0.1569, ""extracurricular"": 0.2647, ""essay"": 0.1765}",,False,This scholarship aims to nurture future leaders in computer_science with a passion for genomic research.,We are looking for candidates with strong academic records and proven research experience.,True,True,False,True,1297.76,True,3
SCH_000131,Canada Law Scholarship,"[""usa"", ""switzerland"", ""philippines"", ""uk"", ""new_zealand""]",15,19,"[""high_school"", ""bachelors""]","[""science"", ""social_studies""]","[""law"", ""medicine"", ""mathematics""]",public_a,79.0,61.4,[],False,low,canada,north_america,"{""academic"": 0.2128, ""leadership"": 0.1277, ""olympiad"": 0.266, ""extracurricular"": 0.2872, ""essay"": 0.1064}",academic,False,We seek to support outstanding students in law who demonstrate commitment to knowledge advancement.,We value students who show leadership potential and dedication to renewable energy systems.,False,True,False,False,535.96,False,1
SCH_000132,Morocco Education Scholarship,"[""sweden"", ""netherlands""]",17,21,"[""high_school"", ""bachelors""]","[""vocational"", ""languages""]","[""education""]",public_a,67.2,77.4,"[{""test_type"": ""ielts"", ""min_score"": 6.2, ""is_mandatory"": true}]",False,upper_middle,morocco,africa,"{""academic"": 0.2222, ""leadership"": 0.101, ""olympiad"": 0.3838, ""extracurricular"": 0.101, ""essay"": 0.1919}",,True,We seek to support outstanding students in education who demonstrate commitment to innovation.,We are looking for candidates with strong academic records and proven research experience.,True,True,True,True,41.41,True,4
SCH_000133,Usa Computer Science Scholarship,"[""new_zealand"", ""china"", ""netherlands"", ""indonesia"", ""germany""]",15,18,"[""high_school"", ""bachelors""]","[""religion""]","[""computer_science"", ""physics"", ""economics""]",excellence,76.3,58.3,"[{""test_type"": ""hsk"", ""min_score"": 60, ""is_mandatory"": true}]",False,very_low,usa,north_america,"{""academic"": 0.1961, ""leadership"": 0.2451, ""olympiad"": 0.2647, ""extracurricular"": 0.1471, ""essay"": 0.1471}",,False,This scholarship aims to nurture future leaders in computer_science with a passion for artificial intelligence.,We are looking for candidates with strong academic records and proven research experience.,True,False,True,True,1712.58,False,3
